"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalite"	"Sobriete"	"Proximite"	"Ludique"	"Haut.de.Gamme"	"Simplicite"	"Liberte"	"Humanite"	"Technologie"	"Convivialite"	"Complexite"	"Populaire"	"Serieux"	"International"	"Passion"	"Artisanal"	"Traditionnel"	"Performance"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Serieux"	"Note"	"Pourquoi"	"Tempo"	"Hauteur"	"Instrument" 
"958"	80	22	"H"	"Etudiant"	"V_160_3"	10	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"JAR"	"JAR"	"JAR"	9	"restitue bien le coté haut de gamme et innovant"	160	3	"Violon"
"959"	80	22	"H"	"Etudiant"	"A_80_1"	11	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	3	"son grave, fait orgue, messe ou enterrement"	80	1	"Accordéon"
"960"	80	22	"H"	"Etudiant"	"P_80_5"	12	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	8	NA	80	5	"Piano"
"961"	81	23	"F"	"Etudiant"	"P_120_1"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Pas_assez"	3	NA	120	1	"Piano"
"962"	81	23	"F"	"Etudiant"	"P_120_5"	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	10	NA	120	5	"Piano"
"963"	81	23	"F"	"Etudiant"	"P_80_1"	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	3	NA	80	1	"Piano"
"964"	81	23	"F"	"Etudiant"	"V_80_3"	4	1	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1	0	0	"Trop"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	6	NA	80	3	"Violon"
"965"	81	23	"F"	"Etudiant"	"P_160_5"	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	6	NA	160	5	"Piano"
"966"	81	23	"F"	"Etudiant"	"A_80_1"	6	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	2	NA	80	1	"Accordéon"
"967"	81	23	"F"	"Etudiant"	"P_80_3"	7	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	3	NA	80	3	"Piano"
"968"	81	23	"F"	"Etudiant"	"V_120_1"	8	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	"Pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	4	NA	120	1	"Violon"
"969"	81	23	"F"	"Etudiant"	"V_80_1"	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	1	NA	80	1	"Violon"
"970"	81	23	"F"	"Etudiant"	"A_160_5"	10	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	"JAR"	"Trop"	"Trop"	"Trop"	"JAR"	"JAR"	"JAR"	"JAR"	7	NA	160	5	"Accordéon"
"971"	81	23	"F"	"Etudiant"	"V_80_5"	11	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	"Pas_assez"	"Trop"	"Trop"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	4	NA	80	5	"Violon"
"972"	81	23	"F"	"Etudiant"	"A_160_3"	12	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	10	NA	160	3	"Accordéon"
"973"	82	22	"F"	"Etudiant"	"A_120_5"	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	"Trop"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	3	"trop joyeux, trop aigu"	120	5	"Accordéon"
"974"	82	22	"F"	"Etudiant"	"P_80_5"	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	9	NA	80	5	"Piano"
"975"	82	22	"F"	"Etudiant"	"P_160_1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	6	"un peu trop triste"	160	1	"Piano"
"976"	82	22	"F"	"Etudiant"	"P_120_5"	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	7	"surprenant, donne une idée de haute technologie"	120	5	"Piano"
"977"	82	22	"F"	"Etudiant"	"P_80_3"	5	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	"un peu mou"	80	3	"Piano"
"978"	82	22	"F"	"Etudiant"	"A_160_5"	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"Trop"	"Trop"	"JAR"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	3	"trop aigu"	160	5	"Accordéon"
"979"	82	22	"F"	"Etudiant"	"P_120_1"	7	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	5	NA	120	1	"Piano"
"980"	82	22	"F"	"Etudiant"	"V_120_3"	8	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	NA	120	3	"Violon"
"981"	82	22	"F"	"Etudiant"	"A_80_1"	9	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	"pas assez energique et innovant"	80	1	"Accordéon"
"982"	82	22	"F"	"Etudiant"	"P_80_1"	10	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	NA	80	1	"Piano"
"983"	82	22	"F"	"Etudiant"	"A_80_3"	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_trop"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	4	"pas assez expert"	80	3	"Accordéon"
"984"	82	22	"F"	"Etudiant"	"A_120_1"	12	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	7	NA	120	1	"Accordéon"
"985"	83	19	"H"	"Etudiant"	"V_80_3"	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	4	NA	80	3	"Violon"
"986"	83	19	"H"	"Etudiant"	"V_160_5"	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	"Trop"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	"proche du sifflement d'un oiseau"	160	5	"Violon"
"987"	83	19	"H"	"Etudiant"	"A_160_1"	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	5	NA	160	1	"Accordéon"
"988"	83	19	"H"	"Etudiant"	"V_120_3"	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	4	NA	120	3	"Violon"
"989"	83	19	"H"	"Etudiant"	"P_160_1"	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Vraiment_trop"	2	"piano pas adapté, trop dramatique"	160	1	"Piano"
"990"	83	19	"H"	"Etudiant"	"A_80_3"	6	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	3	"trop lent, pas adapté à l'innovation"	80	3	"Accordéon"
"991"	83	19	"H"	"Etudiant"	"V_160_1"	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"Vraiment_trop"	5	NA	160	1	"Violon"
"992"	83	19	"H"	"Etudiant"	"P_80_5"	8	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	9	NA	80	5	"Piano"
"993"	83	19	"H"	"Etudiant"	"A_120_1"	9	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	NA	120	1	"Accordéon"
"994"	83	19	"H"	"Etudiant"	"P_80_3"	10	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"JAR"	"Trop"	4	NA	80	3	"Piano"
"995"	83	19	"H"	"Etudiant"	"P_120_5"	11	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	"JAR"	5	"trop lent"	120	5	"Piano"
"996"	83	19	"H"	"Etudiant"	"V_80_1"	12	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	3	"bruit trop sourd et trop lent"	80	1	"Violon"
"997"	84	22	"F"	"Etudiant"	"V_160_1"	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Pas_assez"	"Trop"	3	"trop église"	160	1	"Violon"
"998"	84	22	"F"	"Etudiant"	"V_120_3"	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	7	NA	120	3	"Violon"
"999"	84	22	"F"	"Etudiant"	"P_160_3"	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	5	NA	160	3	"Piano"
"1000"	84	22	"F"	"Etudiant"	"P_80_5"	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_trop"	0	"trop mou, glacial"	80	5	"Piano"
"1001"	84	22	"F"	"Etudiant"	"A_120_5"	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	"Vraiment_trop"	"Trop"	"Trop"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	5	"trop carnaval"	120	5	"Accordéon"
"1002"	84	22	"F"	"Etudiant"	"V_80_3"	6	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	6	NA	80	3	"Violon"
"1003"	84	22	"F"	"Etudiant"	"A_160_3"	7	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	"JAR"	"Trop"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	6	NA	160	3	"Accordéon"
"1004"	84	22	"F"	"Etudiant"	"A_80_5"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Vraiment_trop"	"Trop"	"Vraiment_trop"	"Trop"	"Trop"	"Pas_assez"	"Trop"	"Pas_assez"	4	NA	80	5	"Accordéon"
"1005"	84	22	"F"	"Etudiant"	"V_80_5"	9	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"JAR"	"Pas_assez"	"Pas_assez"	3	NA	80	5	"Violon"
"1006"	84	22	"F"	"Etudiant"	"P_120_5"	10	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	9	"sobre, élégant, moderne"	120	5	"Piano"
"1007"	84	22	"F"	"Etudiant"	"V_160_5"	11	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	"Trop"	"Trop"	"Vraiment_trop"	"Vraiment_trop"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	3	NA	160	5	"Violon"
"1008"	84	22	"F"	"Etudiant"	"P_80_1"	12	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_trop"	1	NA	80	1	"Piano"
"1009"	85	25	"F"	"Etudiant"	"V_160_5"	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	"JAR"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	"ce son véhicule une image de serieux et d'efficacité"	160	5	"Violon"
"1010"	85	25	"F"	"Etudiant"	"A_120_5"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"Pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"JAR"	"Trop"	2	"fait vieillot, fait penser a un orgue dans une eglise"	120	5	"Accordéon"
"1011"	85	25	"F"	"Etudiant"	"V_160_1"	3	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	"fait serieux et exigeant"	160	1	"Violon"
"1012"	85	25	"F"	"Etudiant"	"P_80_3"	4	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	6	"un peu mou"	80	3	"Piano"
"1013"	85	25	"F"	"Etudiant"	"V_80_5"	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"Pas_assez"	"Pas_assez"	4	"trop criard, desagreable"	80	5	"Violon"
"1014"	85	25	"F"	"Etudiant"	"V_160_3"	6	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	"serieux et efficace, tres classique"	160	3	"Violon"
"1015"	85	25	"F"	"Etudiant"	"A_120_3"	7	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	"Pas_assez"	"Trop"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	1	"vieillot"	120	3	"Accordéon"
"1016"	85	25	"F"	"Etudiant"	"P_120_5"	8	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	10	"elegant"	120	5	"Piano"
"1017"	85	25	"F"	"Etudiant"	"A_160_3"	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	"Vraiment_trop"	"Trop"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	2	"vieillot"	160	3	"Accordéon"
"1018"	85	25	"F"	"Etudiant"	"P_120_3"	10	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"Trop"	"Pas_assez"	"JAR"	8	"serieux et elegant, un peu mou"	120	3	"Piano"
"1019"	85	25	"F"	"Etudiant"	"P_160_1"	11	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	9	"original, efficace et different"	160	1	"Piano"
"1020"	85	25	"F"	"Etudiant"	"V_120_1"	12	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	"tres classique"	120	1	"Violon"
"1021"	86	38	"F"	"Employé"	"V_80_3"	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	5	NA	80	3	"Violon"
"1022"	86	38	"F"	"Employé"	"A_120_1"	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	120	1	"Accordéon"
"1023"	86	38	"F"	"Employé"	"P_120_1"	3	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	7	NA	120	1	"Piano"
"1024"	86	38	"F"	"Employé"	"A_80_1"	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	80	1	"Accordéon"
"1025"	86	38	"F"	"Employé"	"V_160_1"	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	2	NA	160	1	"Violon"
"1026"	86	38	"F"	"Employé"	"P_120_3"	6	1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	1	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	NA	120	3	"Piano"
"1027"	86	38	"F"	"Employé"	"A_160_5"	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	"Trop"	"Trop"	"JAR"	"Vraiment_trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	3	NA	160	5	"Accordéon"
"1028"	86	38	"F"	"Employé"	"V_160_3"	8	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	"JAR"	"Trop"	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	4	NA	160	3	"Violon"
"1029"	86	38	"F"	"Employé"	"V_120_5"	9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Trop"	"Vraiment_trop"	"Trop"	"Vraiment_trop"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	2	NA	120	5	"Violon"
"1030"	86	38	"F"	"Employé"	"A_120_5"	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	7	NA	120	5	"Accordéon"
"1031"	86	38	"F"	"Employé"	"A_80_5"	11	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	"JAR"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	8	NA	80	5	"Accordéon"
"1032"	86	38	"F"	"Employé"	"A_80_3"	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	4	NA	80	3	"Accordéon"
"1033"	87	21	"F"	"Etudiant"	"A_160_1"	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	2	"trop populiste"	160	1	"Accordéon"
"1034"	87	21	"F"	"Etudiant"	"V_160_3"	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	"il semble novateur tout en étant sérieux mais un peu trop aigüe"	160	3	"Violon"
"1035"	87	21	"F"	"Etudiant"	"V_80_1"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Trop"	"JAR"	"Trop"	5	"trop lourd"	80	1	"Violon"
"1036"	87	21	"F"	"Etudiant"	"V_80_5"	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Trop"	"Trop"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	0	"trop aigüe, agréssif"	80	5	"Violon"
"1037"	87	21	"F"	"Etudiant"	"V_120_3"	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Trop"	"JAR"	6	"ne marque pas assez le fait que ce soit un des plus grands fabricants"	120	3	"Violon"
"1038"	87	21	"F"	"Etudiant"	"V_120_1"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Trop"	"JAR"	3	"pas novateur"	120	1	"Violon"
"1039"	87	21	"F"	"Etudiant"	"A_120_5"	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Trop"	"JAR"	"Trop"	"Trop"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	1	"trop aigüe, agressif"	120	5	"Accordéon"
"1040"	87	21	"F"	"Etudiant"	"A_80_3"	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Trop"	"Pas_assez"	2	"pas assez entrainant et en relation avec la technologie"	80	3	"Accordéon"
"1041"	87	21	"F"	"Etudiant"	"P_80_5"	9	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	9	"son semblant plus construit, haute qualité"	80	5	"Piano"
"1042"	87	21	"F"	"Etudiant"	"V_120_5"	10	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	"Trop"	"Trop"	"Trop"	"Trop"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	3	"trop aigüe"	120	5	"Violon"
"1043"	87	21	"F"	"Etudiant"	"A_120_3"	11	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	"Trop"	"Pas_assez"	4	"trop traditionnel"	120	3	"Accordéon"
"1044"	87	21	"F"	"Etudiant"	"A_80_1"	12	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	0	"lourd"	80	1	"Accordéon"
"1045"	88	20	"H"	"Etudiant"	"A_160_5"	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	7	"pas assez surprenant, la dimension technologie n'apparait que peu "	160	5	"Accordéon"
"1046"	88	20	"H"	"Etudiant"	"A_160_1"	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	"Trop"	"Vraiment_trop"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	1	"trop chauvin"	160	1	"Accordéon"
