"Juge"	"Age"	"Sexe"	"CSP"	"Son"	"Rang"	"Innovation"	"Originalite"	"Sobriete"	"Proximite"	"Ludique"	"Haut.de.Gamme"	"Simplicite"	"Liberte"	"Humanite"	"Technologie"	"Convivialite"	"Complexite"	"Populaire"	"Serieux"	"International"	"Passion"	"Artisanal"	"Traditionnel"	"Performance"	"Joyeux"	"Surprenant"	"Excitant"	"Energique"	"Sensuel"	"Triste"	"Chaleureux"	"Serieux"	"Note"	"Pourquoi"	"Tempo"	"Hauteur"	"Instrument" 
"320"	27	22	"F"	"Ouvrier"	"V_160_5"	8	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	0	1	"JAR"	"JAR"	"Trop"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	7	NA	160	5	"Violon"
"321"	27	22	"F"	"Ouvrier"	"P_80_5"	9	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	8	NA	80	5	"Piano"
"322"	27	22	"F"	"Ouvrier"	"V_80_1"	10	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	5	NA	80	1	"Violon"
"323"	27	22	"F"	"Ouvrier"	"V_120_1"	11	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	NA	120	1	"Violon"
"324"	27	22	"F"	"Ouvrier"	"V_80_3"	12	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	"Trop"	"Trop"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	7	NA	80	3	"Violon"
"325"	28	53	"F"	"Employé"	"V_160_5"	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	"Trop"	"Vraiment_trop"	"Trop"	"Trop"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	7	"trop excitant"	160	5	"Violon"
"326"	28	53	"F"	"Employé"	"P_160_3"	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	8	NA	160	3	"Piano"
"327"	28	53	"F"	"Employé"	"P_120_5"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"JAR"	"JAR"	8	"un peu trop triste"	120	5	"Piano"
"328"	28	53	"F"	"Employé"	"V_80_3"	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	7	"un peu trop langoureux"	80	3	"Violon"
"329"	28	53	"F"	"Employé"	"A_160_3"	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Trop"	"JAR"	"Pas_assez"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	6	NA	160	3	"Accordéon"
"330"	28	53	"F"	"Employé"	"A_120_1"	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"JAR"	"Trop"	5	"beaucoup trop lent"	120	1	"Accordéon"
"331"	28	53	"F"	"Employé"	"A_160_5"	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	"JAR"	"Trop"	"Vraiment_trop"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	7	NA	160	5	"Accordéon"
"332"	28	53	"F"	"Employé"	"V_160_1"	8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	6	NA	160	1	"Violon"
"333"	28	53	"F"	"Employé"	"V_80_1"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	"Vraiment_pas_assez"	"Vraiment_trop"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	5	NA	80	1	"Violon"
"334"	28	53	"F"	"Employé"	"P_80_1"	10	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Trop"	"JAR"	"Pas_assez"	5	"trop lent"	80	1	"Piano"
"335"	28	53	"F"	"Employé"	"V_120_3"	11	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	"JAR"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	8	NA	120	3	"Violon"
"336"	28	53	"F"	"Employé"	"V_120_1"	12	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	4	NA	120	1	"Violon"
"337"	29	52	"H"	"Employé"	"P_80_1"	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	9	NA	80	1	"Piano"
"338"	29	52	"H"	"Employé"	"A_80_5"	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Trop"	"Vraiment_trop"	"Vraiment_trop"	"Trop"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	8	NA	80	5	"Accordéon"
"339"	29	52	"H"	"Employé"	"V_120_3"	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	"Pas_assez"	"JAR"	7	NA	120	3	"Violon"
"340"	29	52	"H"	"Employé"	"A_160_3"	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	7	NA	160	3	"Accordéon"
"341"	29	52	"H"	"Employé"	"V_160_3"	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	7	NA	160	3	"Violon"
"342"	29	52	"H"	"Employé"	"V_80_5"	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	5	"trop aigu, pas clair"	80	5	"Violon"
"343"	29	52	"H"	"Employé"	"V_80_3"	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	8	NA	80	3	"Violon"
"344"	29	52	"H"	"Employé"	"P_120_1"	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	8	NA	120	1	"Piano"
"345"	29	52	"H"	"Employé"	"P_120_5"	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	8	NA	120	5	"Piano"
"346"	29	52	"H"	"Employé"	"A_120_3"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	8	NA	120	3	"Accordéon"
"347"	29	52	"H"	"Employé"	"P_80_5"	11	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	7	NA	80	5	"Piano"
"348"	29	52	"H"	"Employé"	"A_120_1"	12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	"Pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	8	NA	120	1	"Accordéon"
"349"	30	23	"H"	"Ouvrier"	"A_160_3"	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Trop"	"Vraiment_pas_assez"	5	NA	160	3	"Accordéon"
"350"	30	23	"H"	"Ouvrier"	"A_120_3"	2	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	6	NA	120	3	"Accordéon"
"351"	30	23	"H"	"Ouvrier"	"V_160_5"	3	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	8	NA	160	5	"Violon"
"352"	30	23	"H"	"Ouvrier"	"P_120_3"	4	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	4	NA	120	3	"Piano"
"353"	30	23	"H"	"Ouvrier"	"V_120_1"	5	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	4	NA	120	1	"Violon"
"354"	30	23	"H"	"Ouvrier"	"V_120_5"	6	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	"JAR"	"Trop"	"JAR"	"Trop"	"JAR"	"Pas_assez"	"Trop"	"Trop"	6	NA	120	5	"Violon"
"355"	30	23	"H"	"Ouvrier"	"V_160_3"	7	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	"JAR"	"JAR"	"Trop"	"Trop"	"Pas_assez"	"Trop"	"Trop"	"JAR"	6	NA	160	3	"Violon"
"356"	30	23	"H"	"Ouvrier"	"P_80_3"	8	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	9	NA	80	3	"Piano"
"357"	30	23	"H"	"Ouvrier"	"A_120_1"	9	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Trop"	6	NA	120	1	"Accordéon"
"358"	30	23	"H"	"Ouvrier"	"P_120_5"	10	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	"Trop"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	"Trop"	5	NA	120	5	"Piano"
"359"	30	23	"H"	"Ouvrier"	"P_160_5"	11	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	"Trop"	"Trop"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"Trop"	"Pas_assez"	5	NA	160	5	"Piano"
"360"	30	23	"H"	"Ouvrier"	"A_160_1"	12	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Pas_assez"	3	NA	160	1	"Accordéon"
"361"	31	21	"F"	"Etudiant"	"V_160_3"	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Pas_assez"	3	NA	160	3	"Violon"
"362"	31	21	"F"	"Etudiant"	"A_120_1"	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Vraiment_pas_assez"	"JAR"	0	"ce son est monotone"	120	1	"Accordéon"
"363"	31	21	"F"	"Etudiant"	"P_120_3"	3	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"Trop"	"JAR"	"JAR"	5	NA	120	3	"Piano"
"364"	31	21	"F"	"Etudiant"	"A_160_3"	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	"JAR"	"Trop"	"JAR"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"JAR"	3	NA	160	3	"Accordéon"
"365"	31	21	"F"	"Etudiant"	"A_120_5"	5	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	"JAR"	2	"pas agreable a l'oreille"	120	5	"Accordéon"
"366"	31	21	"F"	"Etudiant"	"V_160_1"	6	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	"JAR"	"Trop"	"Trop"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Trop"	6	NA	160	1	"Violon"
"367"	31	21	"F"	"Etudiant"	"V_120_3"	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	"Pas_assez"	"Trop"	"Trop"	"JAR"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Trop"	6	NA	120	3	"Violon"
"368"	31	21	"F"	"Etudiant"	"A_160_1"	8	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	4	NA	160	1	"Accordéon"
"369"	31	21	"F"	"Etudiant"	"A_80_1"	9	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	2	NA	80	1	"Accordéon"
"370"	31	21	"F"	"Etudiant"	"A_80_3"	10	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	3	NA	80	3	"Accordéon"
"371"	31	21	"F"	"Etudiant"	"P_160_1"	11	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	5	NA	160	1	"Piano"
"372"	31	21	"F"	"Etudiant"	"P_80_1"	12	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"JAR"	6	NA	80	1	"Piano"
"373"	32	25	"H"	"Employé"	"A_80_5"	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Trop"	3	"trop sérieux, trop long, pas assez novateur"	80	5	"Accordéon"
"374"	32	25	"H"	"Employé"	"V_120_5"	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	"Trop"	"JAR"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	3	NA	120	5	"Violon"
"375"	32	25	"H"	"Employé"	"P_80_1"	3	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Trop"	"JAR"	"JAR"	8	"son très clair, bon rythme"	80	1	"Piano"
"376"	32	25	"H"	"Employé"	"P_80_5"	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Trop"	7	"bien mais un peu lent"	80	5	"Piano"
"377"	32	25	"H"	"Employé"	"A_160_1"	5	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	"Trop"	"JAR"	"JAR"	"Vraiment_trop"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	4	"trop rapide"	160	1	"Accordéon"
"378"	32	25	"H"	"Employé"	"V_160_5"	6	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Trop"	"Trop"	"JAR"	"Vraiment_trop"	"Pas_assez"	"Trop"	"Pas_assez"	"JAR"	3	"trop rapide, trop strident"	160	5	"Violon"
"379"	32	25	"H"	"Employé"	"V_80_5"	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Trop"	4	"lent, précis"	80	5	"Violon"
"380"	32	25	"H"	"Employé"	"A_80_1"	8	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Trop"	"JAR"	"JAR"	5	"son grave, qualité, chaleur, serieux"	80	1	"Accordéon"
"381"	32	25	"H"	"Employé"	"P_160_3"	9	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"JAR"	"Trop"	"JAR"	"Pas_assez"	"JAR"	"JAR"	7	"bon tempo, clair"	160	3	"Piano"
"382"	32	25	"H"	"Employé"	"V_120_3"	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	6	NA	120	3	"Violon"
"383"	32	25	"H"	"Employé"	"A_120_5"	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	"Trop"	"JAR"	"JAR"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	3	"son sans personnalité, trop léger"	120	5	"Accordéon"
"384"	32	25	"H"	"Employé"	"P_120_5"	12	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	"JAR"	8	"mystérieux, clair, avancement"	120	5	"Piano"
"385"	33	21	"H"	"Ouvrier"	"V_80_1"	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_trop"	"Pas_assez"	"Trop"	4	"assez déprimant"	80	1	"Violon"
"386"	33	21	"H"	"Ouvrier"	"A_160_5"	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	"JAR"	"Trop"	"Trop"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	6	"pas mal énergique"	160	5	"Accordéon"
"387"	33	21	"H"	"Ouvrier"	"P_80_3"	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Trop"	"Pas_assez"	"Trop"	3	NA	80	3	"Piano"
"388"	33	21	"H"	"Ouvrier"	"A_80_5"	4	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	5	NA	80	5	"Accordéon"
"389"	33	21	"H"	"Ouvrier"	"A_120_3"	5	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	7	NA	120	3	"Accordéon"
"390"	33	21	"H"	"Ouvrier"	"A_160_3"	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	"Trop"	"Trop"	"JAR"	"Trop"	"JAR"	"Vraiment_pas_assez"	"JAR"	"Vraiment_pas_assez"	8	NA	160	3	"Accordéon"
"391"	33	21	"H"	"Ouvrier"	"A_80_1"	7	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Pas_assez"	"Vraiment_trop"	3	NA	80	1	"Accordéon"
"392"	33	21	"H"	"Ouvrier"	"V_80_3"	8	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"JAR"	"Trop"	5	NA	80	3	"Violon"
"393"	33	21	"H"	"Ouvrier"	"V_80_5"	9	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	"Pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Trop"	"JAR"	"JAR"	"Pas_assez"	7	NA	80	5	"Violon"
"394"	33	21	"H"	"Ouvrier"	"V_120_5"	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	"JAR"	"JAR"	"Trop"	"JAR"	"Trop"	"Pas_assez"	"JAR"	"Pas_assez"	7	NA	120	5	"Violon"
"395"	33	21	"H"	"Ouvrier"	"P_160_1"	11	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	NA	160	1	"Piano"
"396"	33	21	"H"	"Ouvrier"	"V_160_1"	12	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	"JAR"	"JAR"	9	NA	160	1	"Violon"
"397"	34	24	"F"	"Employé"	"V_160_5"	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"Vraiment_pas_assez"	"JAR"	"JAR"	8	"moderne"	160	5	"Violon"
"398"	34	24	"F"	"Employé"	"V_80_3"	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_trop"	"Vraiment_pas_assez"	"Trop"	2	"trop lent et trop triste"	80	3	"Violon"
"399"	34	24	"F"	"Employé"	"A_120_5"	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	5	"notes trop appuyées"	120	5	"Accordéon"
"400"	34	24	"F"	"Employé"	"A_160_5"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Trop"	"Vraiment_trop"	"Trop"	"Trop"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	4	"trop rapide"	160	5	"Accordéon"
"401"	34	24	"F"	"Employé"	"A_80_3"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Vraiment_pas_assez"	"Vraiment_trop"	3	"trop triste"	80	3	"Accordéon"
"402"	34	24	"F"	"Employé"	"V_160_3"	6	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	"JAR"	"JAR"	"Pas_assez"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Trop"	7	"manque de modernité"	160	3	"Violon"
"403"	34	24	"F"	"Employé"	"P_160_1"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	3	"son trop vieux, n'évoque pas la technologie"	160	1	"Piano"
"404"	34	24	"F"	"Employé"	"A_120_1"	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"Trop"	5	"trop lent"	120	1	"Accordéon"
"405"	34	24	"F"	"Employé"	"A_80_5"	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	"notes trop détachées"	80	5	"Accordéon"
"406"	34	24	"F"	"Employé"	"P_160_3"	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	9	"son ni trop grave ni trop aigu, bon équilibre"	160	3	"Piano"
"407"	34	24	"F"	"Employé"	"P_80_5"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Pas_assez"	"JAR"	"JAR"	"Pas_assez"	"Pas_assez"	"JAR"	"Pas_assez"	"JAR"	6	"trop lent"	80	5	"Piano"
"408"	34	24	"F"	"Employé"	"P_160_5"	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"JAR"	"JAR"	"JAR"	"JAR"	"JAR"	"Pas_assez"	"JAR"	"JAR"	8	"un peu trop aigu"	160	5	"Piano"
"409"	35	22	"H"	"Ingénieur"	"A_80_1"	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	"Pas_assez"	"Pas_assez"	"Pas_assez"	"Vraiment_pas_assez"	"Pas_assez"	"Trop"	"Pas_assez"	"Vraiment_trop"	2	"trop lent, trop grave, pas innovant"	80	1	"Accordéon"
